Frame,Timestamp,Class,Track ID,X,Y,W,H
0,2024-12-05 11:03:34,2,1,1416.0361328125,1084.48974609375,124.52587890625,113.775146484375
0,2024-12-05 11:03:34,2,2,1730.082275390625,998.811279296875,94.03173828125,53.5966796875
0,2024-12-05 11:03:34,2,3,1974.55615234375,1201.832275390625,175.71240234375,132.8134765625
0,2024-12-05 11:03:34,2,4,1363.341796875,922.602294921875,84.206298828125,59.7716064453125
0,2024-12-05 11:03:34,2,5,1583.080810546875,1045.7314453125,141.82275390625,60.3798828125
0,2024-12-05 11:03:34,2,6,1595.68896484375,872.1014404296875,71.93017578125,36.900634765625
0,2024-12-05 11:03:34,2,7,1790.6357421875,1039.23291015625,121.539306640625,108.01416015625
1,2024-12-05 11:03:34,2,1,1415.6153564453125,1082.1732177734375,123.3355712890625,110.9091796875
1,2024-12-05 11:03:34,2,2,1728.985595703125,989.3967895507812,97.509033203125,59.90301513671875
1,2024-12-05 11:03:34,2,3,1972.125244140625,1199.0003662109375,174.542236328125,130.789794921875
1,2024-12-05 11:03:34,2,4,1345.703857421875,922.1442260742188,102.9613037109375,71.9110107421875
1,2024-12-05 11:03:34,2,5,1578.651611328125,1042.490234375,146.6522216796875,59.853515625
1,2024-12-05 11:03:34,2,6,1595.34765625,870.7289428710938,71.4178466796875,37.56756591796875
1,2024-12-05 11:03:34,2,7,1788.1253662109375,1038.496826171875,123.4307861328125,102.48583984375
2,2024-12-05 11:03:35,2,1,1415.376953125,1079.4669189453125,121.89453125,112.274169921875
2,2024-12-05 11:03:35,2,2,1728.7027587890625,992.5075073242188,95.023681640625,54.51153564453125
2,2024-12-05 11:03:35,2,3,1969.1424560546875,1196.0306396484375,173.7437744140625,132.979248046875
2,2024-12-05 11:03:35,2,4,1353.9976806640625,923.6103515625,94.548583984375,60.43170166015625
2,2024-12-05 11:03:35,2,5,1568.8865966796875,1042.620361328125,151.205322265625,62.8729248046875
2,2024-12-05 11:03:35,2,6,1594.539794921875,869.4213256835938,71.319580078125,37.36712646484375
2,2024-12-05 11:03:35,2,7,1786.07958984375,1033.244384765625,125.4276123046875,106.334716796875
3,2024-12-05 11:03:35,2,1,1415.064453125,1078.37890625,118.7552490234375,109.850830078125
3,2024-12-05 11:03:35,2,2,1727.938720703125,992.7032470703125,93.2186279296875,54.34375
3,2024-12-05 11:03:35,2,3,1967.7626953125,1194.8466796875,169.663818359375,129.283935546875
3,2024-12-05 11:03:35,2,4,1354.517578125,920.862060546875,94.3802490234375,60.9595947265625
3,2024-12-05 11:03:35,2,5,1566.4296875,1039.113525390625,148.123046875,62.333740234375
3,2024-12-05 11:03:35,2,6,1594.93212890625,867.4506225585938,73.228271484375,37.4935302734375
3,2024-12-05 11:03:35,2,7,1784.1907958984375,1033.113037109375,126.514892578125,103.5091552734375
4,2024-12-05 11:03:35,2,1,1413.99853515625,1075.02197265625,117.012939453125,105.2171630859375
4,2024-12-05 11:03:35,2,2,1727.9173583984375,987.6337280273438,86.0247802734375,52.64031982421875
4,2024-12-05 11:03:35,2,3,1963.8851318359375,1192.9423828125,170.8253173828125,123.19189453125
4,2024-12-05 11:03:35,2,4,1352.4803466796875,920.2405395507812,96.1192626953125,60.98065185546875
4,2024-12-05 11:03:35,2,5,1585.193115234375,1035.3614501953125,124.0716552734375,54.940185546875
4,2024-12-05 11:03:35,2,6,1592.6455078125,865.4108276367188,77.35302734375,38.873291015625
4,2024-12-05 11:03:35,2,7,1782.3406982421875,1025.816650390625,124.2315673828125,109.198974609375
5,2024-12-05 11:03:35,2,1,1413.807861328125,1070.6363525390625,117.3282470703125,102.299560546875
5,2024-12-05 11:03:35,2,2,1725.4486083984375,985.0010986328125,87.1378173828125,55.3648681640625
5,2024-12-05 11:03:35,2,3,1958.5726318359375,1186.7279052734375,171.4466552734375,124.980712890625
5,2024-12-05 11:03:35,2,4,1359.02197265625,919.106689453125,89.48388671875,62.4613037109375
5,2024-12-05 11:03:35,2,5,1582.1339111328125,1032.1995849609375,124.3134765625,52.853759765625
5,2024-12-05 11:03:35,2,6,1590.50439453125,864.1002807617188,77.4984130859375,41.4168701171875
5,2024-12-05 11:03:35,2,7,1780.2264404296875,1020.342041015625,123.1669921875,113.9237060546875
6,2024-12-05 11:03:35,2,1,1412.55029296875,1066.82958984375,117.8309326171875,102.5338134765625
6,2024-12-05 11:03:35,2,2,1724.9398193359375,983.5629272460938,87.59228515625,55.50726318359375
6,2024-12-05 11:03:35,2,3,1955.6099853515625,1178.302001953125,169.4276123046875,131.721923828125
6,2024-12-05 11:03:35,2,4,1358.9573974609375,917.5360107421875,87.314208984375,72.6759033203125
6,2024-12-05 11:03:35,2,5,1576.7371826171875,1026.3890380859375,132.8580322265625,55.369873046875
6,2024-12-05 11:03:35,2,6,1589.595703125,864.3338012695312,77.3358154296875,40.4251708984375
6,2024-12-05 11:03:35,2,7,1780.775146484375,1020.188720703125,119.782958984375,113.9354248046875
7,2024-12-05 11:03:36,2,1,1411.8927001953125,1066.8367919921875,118.4017333984375,102.0631103515625
7,2024-12-05 11:03:36,2,2,1719.829833984375,972.8529052734375,89.80712890625,64.8917236328125
7,2024-12-05 11:03:36,2,3,1950.40966796875,1175.83154296875,170.956787109375,129.6226806640625
7,2024-12-05 11:03:36,2,4,1360.989501953125,918.4953002929688,83.92138671875,67.38543701171875
7,2024-12-05 11:03:36,2,5,1568.724609375,1024.828857421875,134.6309814453125,57.3697509765625
7,2024-12-05 11:03:36,2,6,1588.8619384765625,866.6318969726562,80.683837890625,39.46551513671875
7,2024-12-05 11:03:36,2,7,1779.6475830078125,1016.253173828125,118.2357177734375,114.982421875
8,2024-12-05 11:03:36,2,1,1411.3974609375,1065.6575927734375,118.4534912109375,98.969482421875
8,2024-12-05 11:03:36,2,2,1717.758056640625,982.6469116210938,90.895263671875,54.36224365234375
8,2024-12-05 11:03:36,2,3,1948.08740234375,1173.3250732421875,168.854736328125,130.6832275390625
8,2024-12-05 11:03:36,2,4,1362.7113037109375,917.4866943359375,80.88134765625,64.8419189453125
8,2024-12-05 11:03:36,2,5,1574.4525146484375,1021.4437866210938,129.13330078125,55.89630126953125
8,2024-12-05 11:03:36,2,6,1584.723388671875,865.419189453125,83.877685546875,38.74169921875
8,2024-12-05 11:03:36,2,7,1777.522216796875,1017.908447265625,117.70361328125,113.085205078125
9,2024-12-05 11:03:36,2,1,1411.68408203125,1063.8062744140625,114.6258544921875,98.439453125
9,2024-12-05 11:03:36,2,2,1714.5596923828125,979.8934326171875,90.56005859375,56.0133056640625
9,2024-12-05 11:03:36,2,3,1944.6597900390625,1172.7396240234375,166.8758544921875,128.5435791015625
9,2024-12-05 11:03:36,2,4,1351.4622802734375,916.9691772460938,91.4349365234375,59.2901611328125
9,2024-12-05 11:03:36,2,5,1560.395751953125,1023.236328125,142.3748779296875,62.8544921875
9,2024-12-05 11:03:36,2,7,1774.8375244140625,1017.5678100585938,119.97021484375,112.56256103515625
10,2024-12-05 11:03:36,2,1,1411.623046875,1059.443359375,114.4609375,99.095703125
10,2024-12-05 11:03:36,2,2,1710.561767578125,967.5625610351562,93.574951171875,67.13946533203125
10,2024-12-05 11:03:36,2,3,1941.260009765625,1169.595947265625,166.97216796875,129.8450927734375
10,2024-12-05 11:03:36,2,4,1348.336181640625,916.7177734375,94.369384765625,53.569580078125
10,2024-12-05 11:03:36,2,5,1554.2982177734375,1021.8226318359375,142.494873046875,72.8038330078125
10,2024-12-05 11:03:36,2,7,1772.8599853515625,1020.777587890625,119.089599609375,108.901611328125
11,2024-12-05 11:03:36,2,1,1409.2083740234375,1057.4666748046875,114.586669921875,100.53857421875
11,2024-12-05 11:03:36,2,2,1709.730712890625,964.319091796875,92.7642822265625,71.8177490234375
11,2024-12-05 11:03:36,2,3,1937.9979248046875,1166.3302001953125,166.4339599609375,127.5086669921875
11,2024-12-05 11:03:36,2,4,1347.2191162109375,914.8760986328125,95.248046875,55.75927734375
11,2024-12-05 11:03:36,2,5,1548.483642578125,1019.7044067382812,142.388916015625,74.40325927734375
11,2024-12-05 11:03:36,2,7,1771.2398681640625,1014.1994018554688,118.1365966796875,111.69732666015625
12,2024-12-05 11:03:37,2,1,1408.50830078125,1054.7293701171875,112.93408203125,98.7041015625
12,2024-12-05 11:03:37,2,2,1708.0526123046875,963.7941284179688,93.8465576171875,71.44976806640625
